tipo_de_compra;codigo;descricao;fornecedor;qtd_pedido;embalagem_padrao;qtd_corrigida;data_colocacao;semana_compra;rota_cod;centro;rota; preco_unitario ; valor_total ;dia_colocacao;comprador;de_chao;de_simulado;de_fechamento_sim_viveo;politica;forecast;estoque_chao;estoque_total;delta_forecast;estoque_projetado_c_pedido;de_com_pedido_filial
COMPRA SEMANAL;15531;SEVOCRIS (C1) 100 ML CRISTALIA  FR;CRISTALIA;33;1;33;21/05/2024;S3;-;Mafra - REC;1010; R$ 135,00 ; R$ 4.455,00 ;Livre;Alessandro;0;0;60;60;27;0;0;22;11;12
COMPRA SEMANAL;15574;ERITROMAX 4.000UI F/A 1ML (G);BLAU;511;1;511;21/05/2024;S3;-;Mafra - RPO;1001; R$ 20,00 ; R$ 10.220,00 ;Livre;Alessandro;9;9;60;50;536;158;158;288;381;21
COMPRA SEMANAL;15574;ERITROMAX 4.000UI F/A 1ML (G);BLAU;1261;1;1261;21/05/2024;S3;-;Mafra - LDA;1002; R$ 20,00 ; R$ 25.220,00 ;Livre;Alessandro;1;36;60;50;1268;23;1511;682;2090;49
COMPRA SEMANAL;15574;ERITROMAX 4.000UI F/A 1ML (G);BLAU;339;1;339;21/05/2024;S3;-;Mafra - RJ;1023; R$ 20,00 ; R$ 6.780,00 ;Livre;Alessandro;22;22;60;50;462;340;340;249;430;28
COMPRA SEMANAL;15574;ERITROMAX 4.000UI F/A 1ML (G);BLAU;103;1;103;21/05/2024;S3;-;Mafra - RN;1024; R$ 20,00 ; R$ 2.060,00 ;Livre;Alessandro;2;2;60;50;104;7;7;56;54;16
COMPRA SEMANAL;15717;DIMORF (A1) 10MG/ML (MORFINA) C/50 AMP 1ML;CRISTALIA;24;30;30;21/05/2024;S3;-;Mafra - RPO;1001; R$ 100,00 ; R$ 2.400,00 ;Livre;Alessandro;0;0;60;60;22;0;0;8;16;22
COMPRA SEMANAL;15717;DIMORF (A1) 10MG/ML (MORFINA) C/50 AMP 1ML;CRISTALIA;38;30;30;21/05/2024;S3;-;Mafra - LDA;1002; R$ 100,00 ; R$ 3.800,00 ;Livre;Alessandro;0;0;60;60;35;0;0;13;25;22
COMPRA SEMANAL;15717;DIMORF (A1) 10MG/ML (MORFINA) C/50 AMP 1ML;CRISTALIA;48;30;60;21/05/2024;S3;-;Mafra - DF;1009; R$ 100,00 ; R$ 4.800,00 ;Livre;Alessandro;0;0;60;60;44;0;0;16;32;22
COMPRA SEMANAL;15717;DIMORF (A1) 10MG/ML (MORFINA) C/50 AMP 1ML;CRISTALIA;18;30;30;21/05/2024;S3;-;Mafra - REC;1010; R$ 100,00 ; R$ 1.800,00 ;Livre;Alessandro;0;0;60;60;17;0;0;6;12;21
COMPRA SEMANAL;15750;EQUILID (C1) 50MG CX C/20 CAPS;SANOFI;8;1;8;21/05/2024;S3;-;Mafra - LDA;1002; R$ 11,00 ; R$ 90,80 ;;Karolina;0;0;60;60;4;0;0;1;7;50
COMPRA SEMANAL;15873;KLARICID IV 500MG F/A PO LIOFILIZADO;ABBOTT;1492;1;1492;21/05/2024;S3;12;Mafra - RPO;1003->1001; R$ 25,00 ; R$ 36.688,28 ;Livre;Karolina;0;44;60;45;8846;0;12847;7663;8382;28
COMPRA SEMANAL;15873;KLARICID IV 500MG F/A PO LIOFILIZADO;ABBOTT;1706;1;1706;21/05/2024;S3;-;Mafra - RPO;1001; R$ 25,00 ; R$ 41.950,54 ;Livre;Karolina;0;44;60;45;8846;0;12847;7663;8382;28
COMPRA SEMANAL;15873;KLARICID IV 500MG F/A PO LIOFILIZADO;ABBOTT;127;1;127;21/05/2024;S3;-;Mafra - LDA;1002; R$ 22,00 ; R$ 2.838,45 ;Livre;Karolina;26;50;60;45;465;400;780;402;505;33
COMPRA SEMANAL;15873;KLARICID IV 500MG F/A PO LIOFILIZADO;ABBOTT;231;1;231;21/05/2024;S3;-;Mafra - DF;1009; R$ 22,00 ; R$ 5.162,85 ;Livre;Karolina;19;57;60;45;1250;785;2376;1083;1524;37
COMPRA SEMANAL;15873;KLARICID IV 500MG F/A PO LIOFILIZADO;ABBOTT;169;1;169;21/05/2024;S3;51;Mafra - RJ;1009->1023; R$ 22,00 ; R$ 3.777,15 ;Livre;Karolina;0;0;60;45;461;0;0;400;-31;-2
COMPRA SEMANAL;15873;KLARICID IV 500MG F/A PO LIOFILIZADO;ABBOTT;200;1;200;21/05/2024;S3;-;Mafra - RJ;1023; R$ 22,00 ; R$ 4.470,00 ;Livre;Karolina;0;0;60;45;461;0;0;400;-31;-2
COMPRA SEMANAL;15873;KLARICID IV 500MG F/A PO LIOFILIZADO;ABBOTT;206;1;206;21/05/2024;S3;-;Mafra - RN;1024; R$ 22,00 ; R$ 4.604,10 ;Livre;Karolina;1;27;60;45;357;7;325;309;222;19
COMPRA SEMANAL;16101;MABTHERA 100MG/10ML C/2 F/A (G);ROCHE;1;1;1;24/05/2024;S3;-;Mafra - LDA;1002; R$ 3.203,00 ; R$ 3.203,14 ;Sexta-feira;Byanca;6;54;60;30;5;1;9;5;5;28
COMPRA SEMANAL;16110;MABTHERA 500MG/50ML C/1 F/A (G);ROCHE;69;1;69;24/05/2024;S3;-;Mafra - LDA;1002; R$ 7.996,00 ; R$ 551.705,37 ;Sexta-feira;Byanca;1;1;60;30;59;1;1;42;28;14
COMPRA SEMANAL;16110;MABTHERA 500MG/50ML C/1 F/A (G);ROCHE;38;1;38;24/05/2024;S3;-;Mafra - DF;1009; R$ 8.025,00 ; R$ 304.943,54 ;Sexta-feira;Byanca;8;8;60;30;38;10;10;27;21;17
COMPRA SEMANAL;16497;NATRILIX SR 1,5MG CX C/30 CPR;SERVIER;4;1;4;21/05/2024;S3;-;Mafra - DF;1009; R$ 34,00 ; R$ 137,12 ;Livre;Karolina;15;15;60;45;2;1;1;2;3;46
COMPRA SEMANAL;16497;NATRILIX SR 1,5MG CX C/30 CPR;SERVIER;6;1;6;21/05/2024;S3;-;Mafra - REC;1010; R$ 34,00 ; R$ 205,68 ;Livre;Karolina;30;30;60;45;4;4;4;4;6;44
COMPRA SEMANAL;16497;NATRILIX SR 1,5MG CX C/30 CPR;SERVIER;19;1;19;21/05/2024;S3;51;Mafra - RJ;1009->1023; R$ 34,00 ; R$ 651,32 ;Livre;Karolina;7;7;60;45;9;2;2;9;12;39
COMPRA SEMANAL;16639;ETOMIDATO (GEN) (C1) 2MG/ML CX C/25 AMP 10ML;CRISTALIA;6;20;0;21/05/2024;S3;-;Mafra - RPO;1001; R$ 225,00 ; R$ 1.350,00 ;Livre;Alessandro;0;0;60;60;2;0;0;2;4;65
COMPRA SEMANAL;16639;ETOMIDATO (GEN) (C1) 2MG/ML CX C/25 AMP 10ML;CRISTALIA;3;20;0;21/05/2024;S3;-;Mafra - LDA;1002; R$ 225,00 ; R$ 675,00 ;Livre;Alessandro;0;0;60;60;1;0;0;1;2;60
COMPRA SEMANAL;16639;ETOMIDATO (GEN) (C1) 2MG/ML CX C/25 AMP 10ML;CRISTALIA;6;20;0;21/05/2024;S3;-;Mafra - DF;1009; R$ 225,00 ; R$ 1.350,00 ;Livre;Alessandro;0;0;60;60;2;0;0;2;4;60
COMPRA SEMANAL;17111;PREDNISOLONA 3MG/ML (GEN) FR 120 ML (CEREJA);LABOFARMA;88;20;80;21/05/2024;S3;12;Mafra - RPO;1003->1001; R$ 13,00 ; R$ 1.176,56 ;Livre;Bruna;0;0;60;60;378;0;0;156;-2;0
COMPRA SEMANAL;17111;PREDNISOLONA 3MG/ML (GEN) FR 120 ML (CEREJA);LABOFARMA;66;20;60;21/05/2024;S3;-;Mafra - RPO;1001; R$ 13,00 ; R$ 882,42 ;Livre;Bruna;0;0;60;60;378;0;0;156;-2;0
COMPRA SEMANAL;17111;PREDNISOLONA 3MG/ML (GEN) FR 120 ML (CEREJA);LABOFARMA;37;20;40;21/05/2024;S3;-;Mafra - REC;1010; R$ 13,00 ; R$ 498,39 ;Livre;Bruna;12;23;60;60;111;46;86;66;57;15
COMPRA SEMANAL;17111;PREDNISOLONA 3MG/ML (GEN) FR 120 ML (CEREJA);LABOFARMA;17;20;20;21/05/2024;S3;51;Mafra - RJ;1009->1023; R$ 13,00 ; R$ 227,63 ;Livre;Bruna;42;42;60;60;91;128;128;39;106;35
COMPRA SEMANAL;17121;PHOSFOENEMA 160/60MG/ML CX C/12 FR ENEMA 130ML;CRISTALIA;8;1;8;21/05/2024;S3;-;Mafra - RPO;1001; R$ 78,00 ; R$ 624,00 ;Livre;Alessandro;10;10;60;60;21;7;7;2;13;18
COMPRA SEMANAL;17142;DIPIRONA 500MG/ML (GEN) GTS FR 20ML;LABOFARMA;40;40;40;21/05/2024;S3;-;Mafra - DF;1009; R$ 4,00 ; R$ 167,60 ;Livre;Bruna;0;0;60;60;11;0;0;9;31;85
COMPRA SEMANAL;17645;TRIANCIL 20MG/ML F/A 5ML;APSEN;739;1;739;21/05/2024;S3;12;Mafra - RPO;1003->1001; R$ 78,00 ; R$ 57.427,69 ;Livre;Elisete;32;40;60;60;624;663;839;330;1248;60
COMPRA SEMANAL;17645;TRIANCIL 20MG/ML F/A 5ML;APSEN;155;1;155;21/05/2024;S3;-;Mafra - LDA;1002; R$ 82,00 ; R$ 12.730,15 ;Livre;Elisete;0;12;60;60;72;1;28;38;145;60
COMPRA SEMANAL;17645;TRIANCIL 20MG/ML F/A 5ML;APSEN;305;1;305;21/05/2024;S3;-;Mafra - DF;1009; R$ 78,00 ; R$ 23.701,55 ;Livre;Elisete;18;18;60;60;159;97;97;84;318;60
COMPRA SEMANAL;17645;TRIANCIL 20MG/ML F/A 5ML;APSEN;688;1;688;21/05/2024;S3;-;Mafra - REC;1010; R$ 78,00 ; R$ 53.464,48 ;Livre;Elisete;1;1;60;60;297;6;6;157;537;54
COMPRA SEMANAL;17645;TRIANCIL 20MG/ML F/A 5ML;APSEN;74;1;74;21/05/2024;S3;51;Mafra - RJ;1009->1023; R$ 78,00 ; R$ 5.750,54 ;Livre;Elisete;0;0;60;60;40;0;0;20;72;54
COMPRA SEMANAL;17645;TRIANCIL 20MG/ML F/A 5ML;APSEN;18;1;18;21/05/2024;S3;-;Mafra - RJ;1023; R$ 82,00 ; R$ 1.478,34 ;;Elisete;0;0;60;60;40;0;0;20;72;54
COMPRA SEMANAL;17701;CEFALOTINA 1G (CEFARISTON) C/100 F/A S/DIL;BLAU;14;8;16;21/05/2024;S3;-;Mafra - RPO;1001; R$ 323,00 ; R$ 4.516,40 ;Livre;Alessandro;5;5;60;50;19;3;3;1;16;24
COMPRA SEMANAL;17701;CEFALOTINA 1G (CEFARISTON) C/100 F/A S/DIL;BLAU;35;8;32;21/05/2024;S3;-;Mafra - LDA;1002; R$ 323,00 ; R$ 11.291,00 ;Livre;Alessandro;8;8;60;50;39;11;11;16;30;23
COMPRA SEMANAL;17701;CEFALOTINA 1G (CEFARISTON) C/100 F/A S/DIL;BLAU;23;8;24;21/05/2024;S3;-;Mafra - DF;1009; R$ 323,00 ; R$ 7.419,80 ;Livre;Alessandro;8;8;60;50;32;8;8;3;28;27
COMPRA SEMANAL;17701;CEFALOTINA 1G (CEFARISTON) C/100 F/A S/DIL;BLAU;7;8;8;21/05/2024;S3;-;Mafra - RN;1024; R$ -    ;  R$ -    ;Livre;Alessandro;7;7;60;50;9;2;2;1;8;28
COMPRA SEMANAL;17873;FISIOLOGICO 0,9% 2000ML CX C/8 BOLSAS;BAXTER;106;60;120;21/05/2024;S3;-;Mafra - LDA;1002; R$ 33,00 ; R$ 3.468,32 ;;Teresa;0;0;60;60;41;0;0;41;66;48
COMPRA SEMANAL;17891;MYLICON 75MG/ML (SIMETICONA) 15ML;CELLERA;24;40;40;21/05/2024;S3;-;Mafra - RPO;1001; R$ 20,00 ; R$ 476,88 ;Livre;Elisete;0;0;60;30;15;0;0;15;9;18
COMPRA SEMANAL;17891;MYLICON 75MG/ML (SIMETICONA) 15ML;CELLERA;4;40;0;21/05/2024;S3;-;Mafra - DF;1009; R$ 20,00 ; R$ 79,48 ;Livre;Elisete;0;0;60;30;3;0;0;3;2;15
COMPRA SEMANAL;17941;FISIOLOGICO 0,9% 500ML CX C/30 BOLSAS BAXTER;BAXTER;67;60;60;21/05/2024;S3;-;Mafra - LDA;1002; R$ 90,00 ; R$ 6.009,90 ;;Teresa;0;0;60;60;26;0;0;26;41;48
COMPRA SEMANAL;17941;FISIOLOGICO 0,9% 500ML CX C/30 BOLSAS BAXTER;BAXTER;1375;60;1380;21/05/2024;S3;-;Mafra - DF;1009; R$ 90,00 ; R$ 123.337,50 ;;Teresa;0;0;60;60;529;0;0;529;846;48
COMPRA SEMANAL;18044;NEOCAINA 0,5% C/VASO C/10 F/A STERILE PACK 20ML *;CRISTALIA;7;20;0;21/05/2024;S3;-;Mafra - RPO;1001; R$ 170,00 ; R$ 1.190,00 ;Livre;Alessandro;2;2;60;60;17;1;1;16;-8;-13
COMPRA SEMANAL;18044;NEOCAINA 0,5% C/VASO C/10 F/A STERILE PACK 20ML *;CRISTALIA;2;20;0;21/05/2024;S3;-;Mafra - LDA;1002; R$ 170,00 ; R$ 340,00 ;Livre;Alessandro;0;75;60;60;16;0;40;14;28;52
COMPRA SEMANAL;18058;BERIPLEX P/N F/A 500UI + DIL20ML (G);CSL;8;1;8;21/05/2024;S3;12;Mafra - RPO;1003->1001; R$ 1.153,00 ; R$ 9.225,84 ;Livre;Andrew;0;0;60;60;4;0;0;1;7;53
COMPRA SEMANAL;18058;BERIPLEX P/N F/A 500UI + DIL20ML (G);CSL;31;1;31;21/05/2024;S3;20;Mafra - REC;1009->1010; R$ 1.153,00 ; R$ 35.750,13 ;Livre;Andrew;0;19;60;60;16;0;10;11;30;58
COMPRA SEMANAL;18233;PAMIDRONATO (PAMIDROM) 60MG C/5 F/A+DIL.10ML;CRISTALIA;2;1;2;21/05/2024;S3;-;Mafra - RPO;1001; R$ 255,00 ; R$ 510,00 ;Livre;Alessandro;20;20;60;60;3;2;2;2;2;19
COMPRA SEMANAL;18233;PAMIDRONATO (PAMIDROM) 60MG C/5 F/A+DIL.10ML;CRISTALIA;1;1;1;21/05/2024;S3;-;Mafra - DF;1009; R$ 255,00 ; R$ 255,00 ;Livre;Alessandro;0;30;60;60;1;0;1;1;1;24
COMPRA SEMANAL;18305;FISIOLOGICO 0,9% 250ML CX 50 BO;HALEXISTAR;100;1;100;21/05/2024;S3;-;Mafra - RJ;1023; R$ 210,00 ; R$ 21.000,00 ;Livre;Alessandro;15;28;60;60;98;48;93;54;139;43
COMPRA SEMANAL;18306;FISIOLOGICO 0,9% 500ML CX 30 B0;HALEXISTAR;169;1;169;21/05/2024;S3;-;Mafra - REC;1010; R$ 133,00 ; R$ 22.460,10 ;Livre;Alessandro;0;36;60;60;148;0;180;70;279;57
COMPRA SEMANAL;18325;GLICINA 1,5% 3000ML CX C/06 BOLSAS;BAXTER;304;60;300;21/05/2024;S3;-;Mafra - LDA;1002; R$ 119,00 ; R$ 36.042,24 ;;Teresa;0;0;60;60;117;0;0;117;187;48
COMPRA SEMANAL;18325;GLICINA 1,5% 3000ML CX C/06 BOLSAS;BAXTER;44;60;60;21/05/2024;S3;-;Mafra - DF;1009; R$ 119,00 ; R$ 5.216,64 ;;Teresa;0;0;60;60;17;0;0;17;27;48
COMPRA SEMANAL;18410;ROPI 2MG/ML STERILE PACK C/5 AMP 20ML;CRISTALIA;16;20;20;21/05/2024;S3;-;Mafra - LDA;1002; R$ 70,00 ; R$ 1.120,00 ;Livre;Alessandro;0;0;60;60;16;0;0;1;15;28
COMPRA SEMANAL;18410;ROPI 2MG/ML STERILE PACK C/5 AMP 20ML;CRISTALIA;5;20;0;21/05/2024;S3;-;Mafra - DF;1009; R$ 70,00 ; R$ 350,00 ;Livre;Alessandro;17;17;60;60;7;4;4;1;8;36
COMPRA SEMANAL;18410;ROPI 2MG/ML STERILE PACK C/5 AMP 20ML;CRISTALIA;3;20;0;21/05/2024;S3;-;Mafra - REC;1010; R$ 70,00 ; R$ 210,00 ;Livre;Alessandro;0;0;60;60;3;0;0;0;3;28
COMPRA SEMANAL;18412;ROPI 10MG/ML C/5 F/A STERILE PACK 20ML S/CONSERV;CRISTALIA;40;20;40;21/05/2024;S3;-;Mafra - RPO;1001; R$ 80,00 ; R$ 3.200,00 ;Livre;Alessandro;3;3;60;60;36;4;4;16;28;23
COMPRA SEMANAL;18412;ROPI 10MG/ML C/5 F/A STERILE PACK 20ML S/CONSERV;CRISTALIA;38;20;40;21/05/2024;S3;-;Mafra - DF;1009; R$ 80,00 ; R$ 3.040,00 ;Livre;Alessandro;0;0;60;60;34;0;0;15;23;21
COMPRA SEMANAL;18412;ROPI 10MG/ML C/5 F/A STERILE PACK 20ML S/CONSERV;CRISTALIA;13;20;20;21/05/2024;S3;-;Mafra - REC;1010; R$ 80,00 ; R$ 1.040,00 ;Livre;Alessandro;0;0;60;60;12;0;0;5;8;20
COMPRA SEMANAL;18452;CREON 10.000  CX 30 CPS;ABBOTT;1;1;1;21/05/2024;S3;-;Mafra - REC;1010; R$ 31,00 ; R$ 31,38 ;Livre;Karolina;45;75;60;45;2;3;5;0;6;89
COMPRA SEMANAL;18467;FILGRASTINE 300MCG F/A 1 ML (G);BLAU;1335;10;1340;21/05/2024;S3;-;Mafra - RPO;1001; R$ 30,00 ; R$ 40.050,00 ;Livre;Alessandro;9;11;60;50;1397;429;529;771;1093;23
COMPRA SEMANAL;18467;FILGRASTINE 300MCG F/A 1 ML (G);BLAU;1387;10;1390;21/05/2024;S3;-;Mafra - LDA;1002; R$ 30,00 ; R$ 41.610,00 ;Livre;Alessandro;0;9;60;50;1389;0;420;767;1040;22
COMPRA SEMANAL;18467;FILGRASTINE 300MCG F/A 1 ML (G);BLAU;13;10;10;21/05/2024;S3;-;Mafra - DF;1009; R$ 30,00 ; R$ 390,00 ;Livre;Alessandro;9;9;60;50;14;4;4;8;9;20
COMPRA SEMANAL;18467;FILGRASTINE 300MCG F/A 1 ML (G);BLAU;9;10;10;21/05/2024;S3;-;Mafra - REC;1010; R$ 30,00 ; R$ 270,00 ;Livre;Alessandro;0;0;60;50;9;0;0;5;4;13
COMPRA SEMANAL;18467;FILGRASTINE 300MCG F/A 1 ML (G);BLAU;86;10;90;21/05/2024;S3;-;Mafra - RJ;1023; R$ 30,00 ; R$ 2.580,00 ;Livre;Alessandro;11;11;60;50;94;36;36;52;70;22
COMPRA SEMANAL;18467;FILGRASTINE 300MCG F/A 1 ML (G);BLAU;111;10;110;21/05/2024;S3;-;Mafra - RN;1024; R$ 30,00 ; R$ 3.330,00 ;Livre;Alessandro;0;0;60;50;112;0;0;62;49;13
COMPRA SEMANAL;18544;AMIODARONA (GEN) 150MG C/ 100 AMP 3ML;HIPOLABOR;5;24;0;21/05/2024;S3;-;Mafra - RPO;1001; R$ 250,00 ; R$ 1.250,00 ;Livre;Alessandro;0;0;60;45;2;0;0;2;3;48
COMPRA SEMANAL;18544;AMIODARONA (GEN) 150MG C/ 100 AMP 3ML;HIPOLABOR;13;24;24;21/05/2024;S3;-;Mafra - DF;1009; R$ 250,00 ; R$ 3.250,00 ;Livre;Alessandro;0;0;60;45;5;0;0;5;8;45
COMPRA SEMANAL;18604;PROSTOKOS (C1) 25MCG CX C/100 CPR VAG;HEBRON;10;1;10;21/05/2024;S3;-;Mafra - LDA;1002; R$ 719,00 ; R$ 7.186,70 ;Livre;Andrew;0;0;60;90;6;0;0;5;5;26
COMPRA SEMANAL;18605;PROSTOKOS (C1) 200MCG CX C/50 CPR VAG;HEBRON;10;1;10;21/05/2024;S3;-;Mafra - RPO;1001; R$ 1.589,00 ; R$ 15.888,30 ;Livre;Andrew;0;0;60;90;7;0;0;3;7;31
COMPRA SEMANAL;18605;PROSTOKOS (C1) 200MCG CX C/50 CPR VAG;HEBRON;6;1;6;21/05/2024;S3;-;Mafra - REC;1010; R$ 1.585,00 ; R$ 9.508,08 ;Livre;Andrew;15;15;60;90;4;2;2;2;6;42
COMPRA SEMANAL;18605;PROSTOKOS (C1) 200MCG CX C/50 CPR VAG;HEBRON;10;1;10;21/05/2024;S3;-;Mafra - RJ;1023; R$ 1.585,00 ; R$ 15.846,80 ;Livre;Andrew;4;4;60;90;7;1;1;3;8;36
COMPRA SEMANAL;18696;GLICOFISIOLOGICO 500ML CX C/30 BOLSAS BAXTER;BAXTER;70;60;60;21/05/2024;S3;-;Mafra - LDA;1002; R$ 96,00 ; R$ 6.720,00 ;;Teresa;0;0;60;60;27;0;0;27;43;48
COMPRA SEMANAL;18696;GLICOFISIOLOGICO 500ML CX C/30 BOLSAS BAXTER;BAXTER;59;60;60;21/05/2024;S3;-;Mafra - DF;1009; R$ 96,00 ; R$ 5.664,00 ;;Teresa;0;0;60;60;23;0;0;23;36;47
COMPRA SEMANAL;18933;ALBUMINA HUM. 20% (ALBUREX) FR AMP 50ML CX C1 FRA;CSL;16;1;16;21/05/2024;S3;29;Mafra - LDA;1009->1002; R$ 144,00 ; R$ 2.307,36 ;Livre;Andrew;0;0;60;60;13;0;0;13;20;47
COMPRA SEMANAL;18933;ALBUMINA HUM. 20% (ALBUREX) FR AMP 50ML CX C1 FRA;CSL;17;1;17;21/05/2024;S3;-;Mafra - LDA;1002; R$ 144,00 ; R$ 2.451,57 ;Livre;Andrew;0;0;60;60;13;0;0;13;20;47
COMPRA SEMANAL;18933;ALBUMINA HUM. 20% (ALBUREX) FR AMP 50ML CX C1 FRA;CSL;2;1;2;21/05/2024;S3;-;Mafra - CTL;1003; R$ 144,00 ; R$ 288,42 ;;Andrew;0;0;60;60;1;0;0;1;2;45
COMPRA SEMANAL;18933;ALBUMINA HUM. 20% (ALBUREX) FR AMP 50ML CX C1 FRA;CSL;2;1;2;21/05/2024;S3;-;Mafra - DF;1009; R$ 144,00 ; R$ 288,42 ;Livre;Andrew;0;0;60;60;1;0;0;1;1;30
COMPRA SEMANAL;18933;ALBUMINA HUM. 20% (ALBUREX) FR AMP 50ML CX C1 FRA;CSL;599;1;599;21/05/2024;S3;51;Mafra - RJ;1009->1023; R$ 144,00 ; R$ 86.381,79 ;Livre;Andrew;0;0;60;60;308;0;0;273;506;49
COMPRA SEMANAL;18933;ALBUMINA HUM. 20% (ALBUREX) FR AMP 50ML CX C1 FRA;CSL;180;1;180;21/05/2024;S3;-;Mafra - RJ;1023; R$ 144,00 ; R$ 25.957,80 ;;Andrew;0;0;60;60;308;0;0;273;506;49
COMPRA SEMANAL;19182;FEMIGESTROL (MEGESTROL) 160MG C/30 CPR;BERGAMO;63;63;63;21/05/2024;S3;-;Mafra - DF;1009; R$ 104,00 ; R$ 6.551,37 ;Livre;Alessandro;8;8;60;60;11;3;3;9;57;148
COMPRA SEMANAL;19222;DIMORF (MORFINA) (A1) 1MG/ML ST.PACK C/50 AMP 2ML;CRISTALIA;60;16;64;21/05/2024;S3;-;Mafra - RPO;1001; R$ 219,00 ; R$ 13.140,00 ;Livre;Alessandro;0;0;60;60;53;0;0;25;35;20
COMPRA SEMANAL;19222;DIMORF (MORFINA) (A1) 1MG/ML ST.PACK C/50 AMP 2ML;CRISTALIA;2;16;0;21/05/2024;S3;-;Mafra - RJ;1023; R$ 219,00 ; R$ 438,00 ;Livre;Alessandro;15;15;60;60;2;1;1;1;2;34
COMPRA SEMANAL;19250;PULMICORT 0,50MG/ML C/20 F/A 2ML;PROMEFARMA;48;20;40;21/05/2024;S3;-;Mafra - RPO;1001; R$ 166,00 ; R$ 7.973,76 ;Livre;Bruna;0;0;60;45;25;0;0;18;30;36
COMPRA SEMANAL;19250;PULMICORT 0,50MG/ML C/20 F/A 2ML;PROMEFARMA;17;20;20;21/05/2024;S3;-;Mafra - DF;1009; R$ 166,00 ; R$ 2.824,04 ;Livre;Bruna;7;7;60;45;9;2;2;7;12;41
COMPRA SEMANAL;19250;PULMICORT 0,50MG/ML C/20 F/A 2ML;PROMEFARMA;27;20;20;21/05/2024;S3;-;Mafra - RJ;1023; R$ 158,00 ; R$ 4.256,28 ;Livre;Bruna;11;11;60;45;16;6;6;10;23;44
COMPRA SEMANAL;19251;PULMICORT 0,25MG/ML C/20 F/A 2ML;PROMEFARMA;244;20;240;21/05/2024;S3;-;Mafra - RPO;1001; R$ 157,00 ; R$ 38.268,96 ;Livre;Bruna;2;2;60;45;120;7;7;107;144;36
COMPRA SEMANAL;19251;PULMICORT 0,25MG/ML C/20 F/A 2ML;PROMEFARMA;20;20;20;21/05/2024;S3;-;Mafra - LDA;1002; R$ 132,00 ; R$ 2.635,80 ;Livre;Bruna;0;0;60;45;3;0;0;2;18;177
COMPRA SEMANAL;19251;PULMICORT 0,25MG/ML C/20 F/A 2ML;PROMEFARMA;47;20;40;21/05/2024;S3;-;Mafra - DF;1009; R$ 150,00 ; R$ 7.040,60 ;Livre;Bruna;0;0;60;45;23;0;0;21;26;34
COMPRA SEMANAL;19251;PULMICORT 0,25MG/ML C/20 F/A 2ML;PROMEFARMA;52;20;60;21/05/2024;S3;-;Mafra - RJ;1023; R$ 126,00 ; R$ 6.557,72 ;;Bruna;0;0;60;45;26;0;0;23;29;33
COMPRA SEMANAL;19369;REGENCEL POM TB 3,5 GR;CRISTALIA;70;50;50;21/05/2024;S3;-;Mafra - RPO;1001; R$ 9,00 ; R$ 595,00 ;Livre;Alessandro;0;0;60;60;54;0;0;54;16;9
COMPRA SEMANAL;19369;REGENCEL POM TB 3,5 GR;CRISTALIA;66;50;50;21/05/2024;S3;-;Mafra - LDA;1002; R$ 9,00 ; R$ 561,00 ;Livre;Alessandro;0;0;60;60;51;0;0;51;15;9
COMPRA SEMANAL;19369;REGENCEL POM TB 3,5 GR;CRISTALIA;89;50;100;21/05/2024;S3;-;Mafra - DF;1009; R$ 9,00 ; R$ 756,50 ;Livre;Alessandro;0;0;60;60;69;0;0;69;20;9
COMPRA SEMANAL;19369;REGENCEL POM TB 3,5 GR;CRISTALIA;33;50;50;21/05/2024;S3;-;Mafra - REC;1010; R$ 9,00 ; R$ 280,50 ;Livre;Alessandro;0;0;60;60;26;0;0;26;7;8
COMPRA SEMANAL;19872;HALOPERIDOL (C1) (HALO) 5MG/ML C/50 AMP 1ML   IM;CRISTALIA;10;30;0;21/05/2024;S3;-;Mafra - RPO;1001; R$ 90,00 ; R$ 900,00 ;Livre;Alessandro;0;0;60;60;3;0;0;3;7;66
COMPRA SEMANAL;19872;HALOPERIDOL (C1) (HALO) 5MG/ML C/50 AMP 1ML   IM;CRISTALIA;3;30;0;21/05/2024;S3;-;Mafra - DF;1009; R$ 90,00 ; R$ 270,00 ;Livre;Alessandro;0;0;60;60;1;0;0;1;2;64
COMPRA SEMANAL;19872;HALOPERIDOL (C1) (HALO) 5MG/ML C/50 AMP 1ML   IM;CRISTALIA;3;30;0;21/05/2024;S3;-;Mafra - REC;1010; R$ 90,00 ; R$ 270,00 ;Livre;Alessandro;30;30;60;60;1;1;1;1;3;81
COMPRA SEMANAL;19901;METOTREXATO SOD. 2,5MG (METREXATO) C/24 COMP*;BLAU;70;100;100;21/05/2024;S3;-;Mafra - RPO;1001; R$ 19,00 ; R$ 1.330,00 ;Livre;Alessandro;0;0;60;50;67;0;0;50;20;9
COMPRA SEMANAL;19901;METOTREXATO SOD. 2,5MG (METREXATO) C/24 COMP*;BLAU;28;100;0;21/05/2024;S3;-;Mafra - LDA;1002; R$ 19,00 ; R$ 532,00 ;Livre;Alessandro;9;9;60;50;27;8;8;21;15;16
COMPRA SEMANAL;19901;METOTREXATO SOD. 2,5MG (METREXATO) C/24 COMP*;BLAU;26;100;0;21/05/2024;S3;-;Mafra - RJ;1023; R$ 19,00 ; R$ 494,00 ;Livre;Alessandro;23;23;60;50;32;25;25;25;26;24
